sig3,eps1,sig1,eps3
10,0.001486,54.48622,-0.0002569
10,0.0015657,58.83696,-0.0002867
10,0.001506,57.12207,-0.0003465
10,0.001506,55.97881,-0.0003465
10,0.0015956,59.88494,-0.0003465
10,0.0016653,61.37753,-0.0003664
10,0.0018047,66.19668,-0.0003764
10,0.001745,64.93433,-0.0003764
10,0.001745,63.31472,-0.0003863
10,0.0019043,68.26883,-0.0004361
10,0.0018645,67.41139,-0.0004361
10,0.0020737,77.3482,-0.0004361
10,0.0019243,70.84116,-0.0004361
10,0.0019243,69.6979,-0.0004461
10,0.0020139,73.19913,-0.000466
10,0.0022031,80.54827,-0.0004959
10,0.0022657,78.84397,-0.0005138
10,0.0023067,82.31185,-0.0005258
10,0.0022081,75.56504,-0.0006018
10,0.0024023,84.58884,-0.0006453
10,0.0025338,86.65623,-0.0006709
10,0.0026413,88.58071,-0.0006752
10,0.0026772,89.88403,-0.000705
10,0.002725,91.55318,-0.000715
10,0.0028505,93.34111,-0.000725
10,0.0027609,92.37252,-0.0007733
10,0.00297,94.8067,-0.0007748
10,0.0030696,96.11986,-0.0007797
10,0.003227,97.1742,-0.0008544
10,0.0033345,98.46989,-0.0009341
10,0.0035078,99.6502,-0.0010038
10,0.0036273,100.99459,-0.0010636
10,0.0038365,102.69359,-0.0012429
10,0.0041876,104.40054,-0.0013325
10,0.0044639,105.8058,-0.0014819
10,0.004703,106.85378,-0.0016851
10,0.0050017,107.96528,-0.0018105
10,0.0053603,108.98151,-0.0020496
10,0.0057188,109.93423,-0.0023185
10,0.0060774,110.6964,-0.0026471
10,0.0064359,111.34742,-0.0030057
10,0.0067944,111.74438,-0.0033642
10,0.007153,112.15723,-0.0037228
10,0.0075115,112.50656,-0.0040813
10,0.0078701,112.76061,-0.0044398
10,0.0082286,112.90352,-0.0047984
10,0.0085872,113.12582,-0.0051569
10,0.0089457,113.12582,-0.0055155
10,0.0093042,112.98291,-0.005874
10,0.0096628,112.84001,-0.0062326
10,0.0100213,112.60183,-0.0065911
10,0.0103799,112.33189,-0.0069496
10,0.0107384,111.87141,-0.0073082
10,0.0110841,111.10833,-0.0076667
10,0.0114032,110.83137,-0.0080253
10,0.0117543,109.71193,-0.0083838
10,0.0120829,108.53056,-0.0087423
10,0.0123518,107.47305,-0.0091009
10,0.0125909,106.37742,-0.0094594
10,0.0128299,105.16271,-0.009818
10,0.0129793,103.95753,-0.0101765
10,0.0132183,102.66184,-0.0105351
10,0.0133826,101.44713,-0.0108936
10,0.0134872,100.44677,-0.0112521
10,0.0136067,99.37497,-0.0116107
10,0.0137322,98.33651,-0.0119692
10,0.0138756,97.18373,-0.0123278
10,0.0140191,95.95472,-0.0126863
10,0.0141445,94.77812,-0.0130448
10,0.0142641,93.6825,-0.0134034
10,0.0143537,92.5313,-0.0137619
10,0.0144732,91.27689,-0.0141205
10,0.0146166,89.99073,-0.014479
10,0.0147421,88.70456,-0.0148375
10,0.0148616,87.60894,-0.0151961
10,0.0149811,86.60859,-0.0155546
10,0.0151544,85.32243,-0.0159132
10,0.0152799,84.17917,-0.0162717
10,0.0154532,82.97875,-0.0166303
10,0.0156683,81.70211,-0.0169888
10,0.0158775,80.60649,-0.0173473
10,0.0161464,79.43465,-0.0177059
10,0.0164751,78.33585,-0.0180644
10,0.0168336,77.5578,-0.018423
10,0.0171921,76.95442,-0.0187815
10,0.0175507,76.49394,-0.01914
10,0.0179092,76.224,-0.0194986
10,0.0182678,76.04934,-0.0198571
10,0.0186263,75.89055,-0.0202157
10,0.0189848,75.89055,-0.0205742
10,0.0193434,75.89055,-0.0209327
10,0.0197019,75.89055,-0.0212913
10,0.0200605,76.06522,-0.0216498
10,0.020419,76.08109,-0.0220084
10,0.0207776,76.12873,-0.0223669
10,0.0211361,76.30339,-0.0227255
10,0.0214946,76.36691,-0.023084
10,0.0218532,76.36691,-0.0234425
10,0.0222117,76.36691,-0.0238011
10,0.0224507,76.36691,-0.0241596
15,0.0000803,19.46767,-0.0000477
15,0.0001091,18.03519,-0.0000477
15,0.0003108,26.49054,-0.0000477
15,0.0003108,25.34728,-0.0000477
15,0.0003108,24.20402,-0.000061
15,0.0003108,23.06076,-0.000064
15,0.0003108,21.9175,-0.0000776
15,0.0003706,27.63379,-0.0000776
15,0.0003706,29.92031,-0.0000776
15,0.0003706,28.77705,-0.0000776
15,0.0004005,31.20647,-0.0000776
15,0.0004303,32.39737,-0.0000776
15,0.0004602,36.9704,-0.0000776
15,0.0004602,35.82714,-0.0000776
15,0.0004602,33.7788,-0.0000776
15,0.0004602,38.11366,-0.0000776
15,0.0004901,40.40017,-0.0000776
15,0.0004901,39.25691,-0.0000776
15,0.0005499,41.44816,-0.0000989
15,0.0005797,42.25797,-0.0001075
15,0.0006096,43.66322,-0.0001075
15,0.0006694,45.15316,-0.0001374
15,0.0006992,46.307,-0.0001433
15,0.0007291,47.48202,-0.0001448
15,0.000759,48.59352,-0.0001672
15,0.0007889,50.88003,-0.0001672
15,0.0008387,49.76853,-0.0001758
15,0.0008486,53.35709,-0.0001971
15,0.0008486,54.5599,-0.0001971
15,0.0008785,52.1662,-0.0001971
15,0.000998,56.02469,-0.0002031
15,0.0010108,57.4946,-0.000227
15,0.0010578,59.66089,-0.000227
15,0.0011175,61.14554,-0.000227
15,0.0011773,62.72228,-0.000227
15,0.0012221,64.6944,-0.0002389
15,0.0012968,66.37356,-0.0002469
15,0.0013267,67.78119,-0.0002469
15,0.0013566,69.39128,-0.0003465
15,0.0014291,71.17286,-0.0003465
15,0.0014836,72.61384,-0.000355
15,0.0015486,74.04461,-0.0004162
15,0.0015989,75.74589,-0.000466
15,0.0016852,77.61321,-0.0005019
15,0.0016927,79.03038,-0.0005557
15,0.0018047,80.4523,-0.0005631
15,0.0018047,81.61461,-0.0005631
15,0.0018526,83.0151,-0.0005631
15,0.001911,84.8602,-0.0006026
15,0.0019575,86.52215,-0.0006201
15,0.0020029,87.72727,-0.0006368
15,0.0021169,88.81818,-0.0006453
