sig3,eps1,sig1,eps3
5,0.0057843,140.08081,-0.0023383
5,0.005899,143.50826,-0.0025677
5,0.0060136,146.52442,-0.002797
5,0.0061283,149.31209,-0.0030837
5,0.0063194,152.52933,-0.0035424
5,0.0066962,154.52182,-0.0041731
5,0.0072081,153.92773,-0.0048611
5,0.0076382,153.01374,-0.0055491
5,0.0080969,152.14545,-0.0062372
5,0.0084982,148.85509,-0.0067532
5,0.0088422,147.16421,-0.0072692
5,0.0091862,145.88463,-0.0079573
5,0.0096449,145.10774,-0.0086453
5,0.0102183,142.54857,-0.0093333
5,0.0107916,139.25822,-0.0100214
5,0.0112503,136.18722,-0.0106521
5,0.011537,133.0888,-0.0111681
5,0.0117664,129.20435,-0.0115694
5,0.0119957,125.82259,-0.0119135
5,0.0122251,122.53223,-0.0122575
5,0.0124544,119.24187,-0.0126015
5,0.0125691,115.95152,-0.0129455
5,0.0125882,111.94825,-0.0134042
5,0.0127984,109.5536,-0.0140349
5,0.0134864,107.26863,-0.0147229
5,0.0141745,104.98366,-0.015411
5,0.0148625,102.69869,-0.016099
5,0.0155505,100.41372,-0.016787
5,0.0162386,98.22014,-0.0174751
5,0.0168693,96.02657,-0.0181631
10,0.000127129,28.54730531,-4.48799E-05
10,0.000165353,25.25694764,-4.49E-05
10,0.000241801,22.24078645,-0.000102216
10,0.000413809,18.95042878,-0.000102216
10,0.000471145,15.66007111,-0.000102216
10,0.000553054,46.80879035,-0.000193954
10,0.000585818,32.11185944,-0.000193954
10,0.000723424,42.34852774,-0.000216888
10,0.000838097,39.05817007,-0.000216888
10,0.000946216,35.76781241,-0.000216888
10,0.001120955,61.31378373,-0.000274224
10,0.001235627,58.02342606,-0.000274224
10,0.001350299,54.7330684,-0.000274224
10,0.001388523,64.90575751,-0.000285692
10,0.001630609,51.19593391,-0.000308626
10,0.00173254,102.1233587,-0.000369785
10,0.001778409,98.833001,-0.000369785
10,0.001929121,95.54264333,-0.000369785
10,0.002038333,92.25228567,-0.000369785
10,0.002153005,105.8021613,-0.000388897
10,0.002237098,88.87052918,-0.000388897
10,0.00238781,85.58017151,-0.000388897
10,0.002558181,82.28981385,-0.000388897
10,0.002672853,78.99945618,-0.000388897
10,0.002821927,75.70909851,-0.000388897
10,0.002993935,72.41874085,-0.000388897
10,0.003062739,68.85418671,-0.000423298
10,0.003108607,116.5643729,-0.000560905
10,0.003248762,113.2740152,-0.000560905
10,0.003261504,109.5723628,-0.000589573
10,0.00336662,124.4246717,-0.000618241
10,0.003529072,119.7998912,-0.000652643
10,0.003681969,128.9580534,-0.000767315
10,0.003796641,133.0161612,-0.00079025
10,0.003987761,140.9678589,-0.000847586
10,0.004140658,137.6775012,-0.000847586
10,0.004312666,145.5195203,-0.000881987
10,0.004392937,152.4841107,-0.000962258
10,0.004736954,156.4142602,-0.001019594
10,0.004771355,149.3994004,-0.001048262
10,0.005427535,159.8874155,-0.00107693
10,0.005822518,164.3659578,-0.001191603
10,0.005832074,169.2100955,-0.001363611
10,0.005975414,173.9811141,-0.001501218
10,0.006113021,178.3499779,-0.001669404
10,0.006147422,183.0570174,-0.001936972
10,0.006147422,188.1296521,-0.002166317
10,0.006147422,192.4710962,-0.00256767
10,0.006204759,191.0544145,-0.003255703
10,0.006319431,192.7452927,-0.003943737
10,0.006376767,192.6995933,-0.00463177
10,0.006686382,190.9630156,-0.005319804
10,0.007053333,188.4038486,-0.006007838
10,0.007294145,185.6161844,-0.006695871
10,0.007351481,183.5597109,-0.007383905
10,0.007408817,181.3661391,-0.008071938
10,0.007466153,179.4467638,-0.008759972
10,0.007557891,176.8418973,-0.009448006
10,0.007695498,173.8165962,-0.010078703
10,0.008211523,170.649627,-0.010594728
10,0.008899557,166.6509284,-0.010996081
10,0.009415582,162.2866346,-0.011340098
10,0.009530254,158.5164331,-0.01145477
10,0.009530254,151.3481539,-0.01173326
10,0.009576123,148.5082619,-0.011741451
10,0.009644927,156.5627832,-0.011841789
10,0.009845603,160.2301611,-0.012429484
10,0.010103616,161.943889,-0.013002846
10,0.010378829,161.4868949,-0.013690879
10,0.01107833,160.390109,-0.014378913
10,0.011766363,158.8820284,-0.015066947
10,0.012454397,156.9169537,-0.01575498
10,0.013142431,154.6776825,-0.016443014
10,0.013830464,151.4787237,-0.017131047
10,0.014518498,150.1077413,-0.017819081
10,0.015091859,150.2905389,-0.018507115
15,0.000127129,47.66842362,-4.48799E-05
15,0.000241801,44.37806596,-4.48799E-05
15,0.000471145,41.08770829,-4.48799E-05
15,0.000631686,37.79735062,-4.48799E-05
15,0.00079605,34.50699296,-4.48799E-05
15,0.000910722,31.21663529,-4.48799E-05
15,0.000929834,27.92627763,-4.48799E-05
15,0.001178291,24.63591996,-4.48799E-05
15,0.001254739,21.3455623,-4.48799E-05
15,0.001331187,18.53504846,-4.48799E-05
15,0.001486814,57.67659485,-0.000159552
15,0.001601486,65.90248902,-0.000274224
15,0.001699777,62.61213135,-0.000274224
15,0.001778409,102.8093342,-0.000331561
15,0.001870147,68.91865021,-0.000331561
15,0.001984819,98.5318692,-0.000369785
15,0.002158466,95.24151154,-0.000369785
15,0.002191229,92.36244858,-0.000388897
15,0.002363238,89.07209092,-0.000388897
15,0.002443508,85.78173325,-0.000388897
15,0.002535246,82.49137558,-0.000388897
15,0.002707254,79.20101792,-0.000388897
15,0.002821927,75.91066025,-0.000388897
15,0.003008269,72.62030259,-0.000388897
15,0.003141371,110.596514,-0.000522681
15,0.003248762,129.6074694,-0.000560905
15,0.003354334,126.3171117,-0.000560905
15,0.003395288,123.026754,-0.000560905
15,0.003567296,119.7363964,-0.000560905
15,0.003813023,116.4460387,-0.000560905
15,0.003911313,113.2470799,-0.000560905
15,0.004107894,106.8948616,-0.000560905
15,0.004312666,150.080806,-0.000618241
15,0.004507609,146.7904483,-0.000618241
15,0.004714019,143.5000906,-0.000618241
15,0.004943364,140.209733,-0.000618241
15,0.005172708,136.9193753,-0.000618241
15,0.005402053,133.6290176,-0.000618241
15,0.005660065,153.7367589,-0.000675577
15,0.005975414,160.7744684,-0.000732913
15,0.006376767,157.4841107,-0.000732913
15,0.006950128,168.1777731,-0.00079025
15,0.007638162,164.8188663,-0.000818918
15,0.008326195,175.3068814,-0.000847586
15,0.008899557,172.0165237,-0.000847586
15,0.00930091,182.253192,-0.000904922
15,0.00958759,178.9628344,-0.000904922
15,0.00992014,189.565098,-0.000962258
15,0.010218288,186.2747403,-0.000962258
15,0.010493501,192.7183574,-0.00107693
15,0.010676977,196.2143624,-0.001134266
15,0.010906321,200.2587604,-0.001271873
15,0.011479683,207.2781901,-0.001478283
15,0.011995708,204.3168682,-0.001478283
15,0.012397061,211.2266193,-0.002108981
15,0.012626405,214.7568988,-0.002166317
15,0.01285575,216.6713778,-0.002788823
15,0.013085094,219.406814,-0.003141031
15,0.013360308,222.3315764,-0.003829065
15,0.014059809,224.5708476,-0.004517098
15,0.014747842,226.4445235,-0.005205132
15,0.015435876,228.0897023,-0.005893165
15,0.016123909,230.1004764,-0.006581199
15,0.016697271,231.5171582,-0.007269233
15,0.017270632,231.8827535,-0.007957266
15,0.017843993,232.1112506,-0.0086453
15,0.018084805,231.2886611,-0.009333333
15,0.018360019,230.6945688,-0.010021367
15,0.018589363,229.9633782,-0.010709401
15,0.018818708,228.8665923,-0.011397434
15,0.019048052,226.5816217,-0.012085468
15,0.019277397,223.7025587,-0.012773501
15,0.019506741,221.6917846,-0.013461535
15,0.019781955,219.7267099,-0.014149568
15,0.020358592,217.5331381,-0.014837602
15,0.020768136,215.0105306,-0.0154683
15,0.021398834,211.7201729,-0.016041661
15,0.022086867,209.1701457,-0.016672358
15,0.022774901,207.8905622,-0.017360392
15,0.023462934,206.7480769,-0.018048425
15,0.024093632,205.102898,-0.018736459
20,0.000127129,21.95841874,-0.000159552
20,0.000241801,28.12783936,-0.000159552
20,0.000241801,24.8374817,-0.000159552
20,0.000299137,51.98293244,-0.000216888
20,0.000385141,48.69257478,-0.000216888
20,0.000528481,45.40221711,-0.000216888
20,0.000585818,38.82150178,-0.000216888
20,0.000662266,35.53114411,-0.000216888
20,0.00070049,32.24078645,-0.000216888
20,0.000776938,41.90621209,-0.000245556
20,0.001006283,78.08643659,-0.000308626
20,0.001159179,85.29780381,-0.000388897
20,0.001273851,81.54131214,-0.000423298
20,0.001411458,88.72525971,-0.000446233
20,0.001464972,99.00762741,-0.000503569
20,0.001617868,95.71726975,-0.000503569
20,0.001755475,92.42691208,-0.000503569
20,0.001870147,112.3061563,-0.000522681
20,0.002019221,109.0157986,-0.000522681
20,0.002158466,105.725441,-0.000522681
20,0.002237098,102.4350833,-0.000522681
20,0.002363238,116.1906063,-0.000599129
20,0.00247791,127.2041646,-0.000618241
20,0.002617155,122.9998187,-0.000618241
20,0.002707254,119.7094611,-0.000618241
20,0.002821927,147.6775012,-0.000732913
20,0.002902197,144.3871436,-0.000732913
20,0.002993935,141.0967859,-0.000732913
20,0.003022603,137.8064282,-0.000732913
20,0.003185056,134.5160706,-0.000732913
20,0.00322328,131.7741058,-0.000752026
20,0.003299728,155.1904846,-0.000767315
20,0.003452624,150.8764601,-0.00079025
20,0.003529072,160.9303307,-0.000828474
20,0.003643745,168.3793349,-0.000962258
20,0.003796641,164.7325218,-0.00099666
20,0.003911313,185.2424179,-0.001019594
20,0.00404892,180.2285396,-0.001052358
20,0.004169326,171.7153919,-0.001057818
20,0.00425533,175.6455414,-0.00107693
20,0.004370002,188.5327756,-0.00107693
20,0.004484675,201.8770039,-0.001134266
20,0.004542011,198.5866462,-0.001134266
20,0.004714019,195.2962885,-0.001134266
20,0.005115372,191.6174859,-0.001162934
20,0.005402053,205.5329568,-0.001248939
20,0.005574061,218.6943875,-0.001306275
20,0.005860742,215.4040298,-0.001306275
20,0.006376767,210.0376132,-0.001330847
20,0.007064801,222.8987334,-0.001363611
20,0.007752834,227.285877,-0.001401835
20,0.008440868,232.1300146,-0.001478283
20,0.009128901,221.7105487,-0.001478283
20,0.009816935,236.4074796,-0.001661759
20,0.010504969,240.7672035,-0.001936972
20,0.011193002,244.6059541,-0.002166317
20,0.0118237,248.6503521,-0.002452997
20,0.012454397,252.077808,-0.002911686
20,0.012893974,253.243143,-0.003485048
20,0.013085094,253.243143,-0.004173081
20,0.013360308,253.243143,-0.004861115
20,0.013945136,252.9232471,-0.005549149
20,0.01463317,252.2377559,-0.006237182
20,0.015321204,251.4151665,-0.006925216
20,0.016009237,250.7296753,-0.007613249
20,0.016697271,249.9070859,-0.008301283
20,0.017385304,249.0387971,-0.008989317
20,0.018073338,248.2162077,-0.00967735
20,0.018704035,247.5764159,-0.010365384
20,0.019334733,246.9366241,-0.011053417
20,0.019850758,246.2968324,-0.011741451
20,0.020118327,245.6113412,-0.012429484
20,0.020309447,244.8344512,-0.013117518
20,0.020424119,244.0575612,-0.013805552
20,0.020424119,243.0978735,-0.014493585
20,0.020469988,242.1838853,-0.015181619
20,0.020500568,241.4526947,-0.015869652
20,0.020538792,240.6758047,-0.016557686
20,0.0207108,239.716117,-0.01724572
20,0.02145617,238.6193311,-0.017933753
20,0.022086867,239.4419206,-0.018621787
20,0.022717565,239.3048223,-0.01930982
20,0.023176254,238.1166376,-0.019997854
20,0.023726681,235.831667,-0.020685888
20,0.024380313,233.6837947,-0.021373921
20,0.025068346,230.8275814,-0.021947282
20,0.025699044,227.5600734,-0.022520644
