sigma3,eps1,sig1,eps3
6.5,0.0129,86.54579117,-0.025542542
6.5,0.0132,84.92051892,-0.026286704
6.5,0.0135,83.38197433,-0.027029518
6.5,0.0138,81.92493625,-0.027771015
6.5,0.0141,80.54446194,-0.028511228
6.5,0.0144,79.23588787,-0.029250186
6.5,0.0147,77.99482572,-0.029987919
6.5,0.015,76.81715472,-0.030724453
6.5,0.0153,75.69901185,-0.031459815
6.5,0.0156,74.63678025,-0.032194031
6.5,0.0159,73.62707694,-0.032927124
6.5,0.0162,72.66673993,-0.033659118
6.5,0.0165,71.7528153,-0.034390035
6.5,0.0168,70.88254449,-0.035119897
6.5,0.0171,70.0533518,-0.035848724
6.5,0.0174,69.26283245,-0.036576536
6.5,0.0177,68.50874114,-0.037303353
6.5,0.018,67.78898118,-0.038029193
6.5,0.0183,67.10159427,-0.038754075
6.5,0.0186,66.44475086,-0.039478014
6.5,0.0189,65.8167411,-0.040201028
6.5,0.0192,65.21596648,-0.040923134
6.5,0.0195,64.64093191,-0.041644346
6.5,0.0198,64.09023844,-0.042364681
6.5,0.0201,63.56257647,-0.043084151
6.5,0.0204,63.05671943,-0.043802773
6.5,0.0207,62.57151794,-0.044520558
6.5,0.021,62.1058944,-0.045237522
6.5,0.0213,61.65883797,-0.045953676
6.5,0.0216,61.22939988,-0.046669033
6.5,0.0219,60.8166892,-0.047383605
6.5,0.0222,60.4198688,-0.048097405
6.5,0.0225,60.03815168,-0.048810443
6.5,0.0228,59.67079754,-0.049522731
6.5,0.0231,59.31710967,-0.050234279
6.5,0.0234,58.97643196,-0.050945099
6.5,0.0237,58.6481462,-0.0516552
6.5,0.024,58.33166961,-0.052364593
6.5,0.0243,58.02645246,-0.053073286
6.5,0.0246,57.73197595,-0.053781291
6.5,0.0249,57.44775016,-0.054488615
6.5,0.0252,57.17331224,-0.055195268
6.5,0.0255,56.90822465,-0.055901259
6.5,0.0258,56.65207358,-0.056606596
6.5,0.0261,56.40446743,-0.057311288
6.5,0.0264,56.16503547,-0.058015343
6.5,0.0267,55.93342649,-0.058718768
6.5,0.027,55.70930766,-0.059421572
6.5,0.0273,55.49236339,-0.060123762
6.5,0.0276,55.28229427,-0.060825345
6.5,0.0279,55.07881614,-0.061526329
6.5,0.0282,54.88165917,-0.062226721
6.5,0.0285,54.69056698,-0.062926528
6.5,0.0288,54.50529592,-0.063625757
6.5,0.0291,54.3256143,-0.064324413
6.5,0.0294,54.15130167,-0.065022504
6.5,0.0297,53.98214825,-0.065720037
7,0,7,0
7,0.0003,21.54957516,-1.12E-06
7,0.0006,36.09099474,-8.97E-06
7,0.0009,50.59449415,-3.03E-05
7,0.0012,64.99808454,-7.18E-05
7,0.0015,79.20128166,-0.000140182
7,0.0018,93.06206926,-0.000242235
7,0.0021,106.397834,-0.00038466
7,0.0024,118.9912489,-0.000574186
7,0.0027,130.6017738,-0.000817543
7,0.003,140.9826382,-0.001121458
7,0.0033,149.9019709,-0.00149266
7,0.0036,157.1654638,-0.001937879
7,0.0039,162.6370229,-0.002463842
7,0.0042,166.2537419,-0.00307728
7,0.0045,168.0324199,-0.003784919
7,0.0048,168.1460587,-0.004580662
7,0.0051,167.2434291,-0.005386629
7,0.0054,165.5540887,-0.006188746
7,0.0057,163.2178156,-0.006987249
7,0.006,160.3693353,-0.007782345
7,0.0063,157.1330207,-0.008574223
7,0.0066,153.6196284,-0.00936305
7,0.0069,149.9247696,-0.010148979
7,0.0072,146.1287181,-0.010932149
7,0.0075,142.2971486,-0.011712684
7,0.0078,138.48245,-0.012490702
7,0.0081,134.7253305,-0.013266309
7,0.0084,131.0565093,-0.014039602
7,0.0087,127.4983586,-0.014810672
7,0.009,124.0664141,-0.015579605
7,0.0093,120.7707121,-0.016346477
7,0.0096,117.6169412,-0.017111362
7,0.0099,114.6074102,-0.017874328
7,0.0102,111.7418497,-0.018635439
7,0.0105,109.0180632,-0.019394755
7,0.0108,106.4324512,-0.020152333
7,0.0111,103.980426,-0.020908225
7,0.0114,101.6567386,-0.021662481
7,0.0117,99.45573053,-0.022415149
7,0.012,97.37152824,-0.023166274
7,0.0123,95.39818904,-0.023915898
7,0.0126,93.52981003,-0.02466406
7,0.0129,91.76060725,-0.0254108
7,0.0132,90.08497186,-0.026156154
7,0.0135,88.49750834,-0.026900156
7,0.0138,86.99305902,-0.02764284
7,0.0141,85.56671812,-0.028384236
7,0.0144,84.21383794,-0.029124375
7,0.0147,82.93002915,-0.029863286
7,0.015,81.71115692,-0.030600997
7,0.0153,80.55333394,-0.031337533
7,0.0156,79.45291136,-0.032072919
7,0.0159,78.4064684,-0.032807182
7,0.0162,77.41080114,-0.033540342
7,0.0165,76.46291084,-0.034272424
7,0.0168,75.55999227,-0.035003448
7,0.0171,74.69942204,-0.035733436
7,0.0174,73.87874736,-0.036462407
7,0.0177,73.09567503,-0.037190381
7,0.018,72.34806108,-0.037917375
7,0.0183,71.63390076,-0.038643409
7,0.0186,70.9513192,-0.0393685
7,0.0189,70.2985625,-0.040092663
7,0.0192,69.67398951,-0.040815916
7,0.0195,69.07606396,-0.041538273
7,0.0198,68.50334727,-0.042259751
7,0.0201,67.95449176,-0.042980363
7,0.0204,67.42823435,-0.043700125
7,0.0207,66.92339069,-0.044419049
7,0.021,66.43884972,-0.045137149
7,0.0213,65.97356864,-0.045854438
7,0.0216,65.5265682,-0.046570929
7,0.0219,65.09692836,-0.047286633
7,0.0222,64.68378424,-0.048001563
7,0.0225,64.28632241,-0.04871573
7,0.0228,63.90377739,-0.049429146
7,0.0231,63.53542848,-0.05014182
7,0.0234,63.18059672,-0.050853764
7,0.0237,62.8386422,-0.051564988
7,0.024,62.50896143,-0.052275503
7,0.0243,62.19098497,-0.052985316
7,0.0246,61.88417529,-0.05369444
7,0.0249,61.58802462,-0.054402881
7,0.0252,61.30205312,-0.055110651
7,0.0255,61.02580707,-0.055817756
7,0.0258,60.75885726,-0.056524207
7,0.0261,60.50079743,-0.057230011
7,0.0264,60.25124286,-0.057935176
7,0.0267,60.00982904,-0.058639711
7,0.027,59.77621047,-0.059343624
7,0.0273,59.55005944,-0.060046921
7,0.0276,59.33106503,-0.06074961
7,0.0279,59.1189321,-0.061451699
7,0.0282,58.9133803,-0.062153195
7,0.0285,58.7141433,-0.062854104
7,0.0288,58.52096787,-0.063554433
7,0.0291,58.3336132,-0.06425419
7,0.0294,58.15185018,-0.06495338
7,0.0297,57.97546069,-0.06565201
7.5,0,7.5,0
7.5,0.0003,22.05479384,-1.08E-06
7.5,0.0006,36.6019987,-8.61E-06
7.5,0.0009,51.11391455,-2.91E-05
7.5,0.0012,65.5328283,-6.89E-05
7.5,0.0015,79.76509308,-0.000134502
7.5,0.0018,93.67809592,-0.000232419
7.5,0.0021,107.1007357,-0.000369073
7.5,0.0024,119.8282818,-0.00055092
7.5,0.0027,131.6322638,-0.000784415
7.5,0.003,142.2753941,-0.001076016
7.5,0.0033,151.530523,-0.001432177
7.5,0.0036,159.2014999,-0.001859355
7.5,0.0039,165.142915,-0.002364007
7.5,0.0042,169.27542,-0.002952587
7.5,0.0045,171.5938997,-0.003631553
7.5,0.0048,172.1758626,-0.004406005
7.5,0.0051,171.5811111,-0.00521333
7.5,0.0054,170.1830322,-0.006016797
7.5,0.0057,168.1134544,-0.006816642
7.5,0.006,165.5018293,-0.007613074
7.5,0.0063,162.4697107,-0.008406281
7.5,0.0066,159.127096,-0.009196431
7.5,0.0069,155.5704301,-0.009983677
7.5,0.0072,151.881949,-0.010768157
7.5,0.0075,148.1300068,-0.011549998
7.5,0.0078,144.3700511,-0.012329316
7.5,0.0081,140.6459713,-0.013106218
7.5,0.0084,136.9916068,-0.013880801
7.5,0.0087,133.4322691,-0.014653158
7.5,0.009,129.9861804,-0.015423371
7.5,0.0093,126.6657773,-0.01619152
7.5,0.0096,123.4788534,-0.016957678
7.5,0.0099,120.4295363,-0.017721914
7.5,0.0102,117.5191082,-0.01848429
7.5,0.0105,114.7466816,-0.019244868
7.5,0.0108,112.1097503,-0.020003703
7.5,0.0111,109.6046319,-0.02076085
7.5,0.0114,107.2268194,-0.021516357
7.5,0.0117,104.9712579,-0.022270273
7.5,0.012,102.8325594,-0.023022642
7.5,0.0123,100.8051678,-0.023773507
7.5,0.0126,98.88348413,-0.024522908
7.5,0.0129,97.06195958,-0.025270884
7.5,0.0132,95.3351638,-0.02601747
7.5,0.0135,93.6978331,-0.026762702
7.5,0.0138,92.14490351,-0.027506613
7.5,0.0141,90.67153195,-0.028249233
7.5,0.0144,89.27310832,-0.028990594
7.5,0.0147,87.94526084,-0.029730725
7.5,0.015,86.68385614,-0.030469652
7.5,0.0153,85.48499572,-0.031207402
7.5,0.0156,84.34500971,-0.031944001
7.5,0.0159,83.26044868,-0.032679473
7.5,0.0162,82.22807432,-0.033413841
7.5,0.0165,81.24484935,-0.034147128
7.5,0.0168,80.30792695,-0.034879355
7.5,0.0171,79.41464025,-0.035610543
7.5,0.0174,78.56249173,-0.036340713
7.5,0.0177,77.749143,-0.037069883
7.5,0.018,76.97240483,-0.037798072
7.5,0.0183,76.23022762,-0.038525299
7.5,0.0186,75.52069233,-0.03925158
7.5,0.0189,74.84200183,-0.039976932
7.5,0.0192,74.19247281,-0.040701371
7.5,0.0195,73.57052815,-0.041424914
7.5,0.0198,72.9746897,-0.042147575
7.5,0.0201,72.4035716,-0.042869369
7.5,0.0204,71.85587401,-0.04359031
7.5,0.0207,71.33037728,-0.044310412
7.5,0.021,70.82593648,-0.045029688
7.5,0.0213,70.34147634,-0.045748152
7.5,0.0216,69.87598655,-0.046465815
7.5,0.0219,69.42851735,-0.047182691
7.5,0.0222,68.9981755,-0.04789879
7.5,0.0225,68.58412046,-0.048614125
7.5,0.0228,68.1855609,-0.049328707
7.5,0.0231,67.80175144,-0.050042547
7.5,0.0234,67.4319896,-0.050755654
7.5,0.0237,67.07561305,-0.05146804
7.5,0.024,66.7319969,-0.052179715
7.5,0.0243,66.40055137,-0.052890688
7.5,0.0246,66.08071949,-0.053600969
7.5,0.0249,65.77197499,-0.054310566
7.5,0.0252,65.47382041,-0.055019491
7.5,0.0255,65.18578522,-0.05572775
7.5,0.0258,64.90742419,-0.056435352
7.5,0.0261,64.63831579,-0.057142307
7.5,0.0264,64.37806076,-0.057848622
7.5,0.0267,64.12628072,-0.058554305
7.5,0.027,63.88261691,-0.059259364
7.5,0.0273,63.64672903,-0.059963806
7.5,0.0276,63.41829412,-0.06066764
7.5,0.0279,63.19700553,-0.061370872
7.5,0.0282,62.98257198,-0.062073509
7.5,0.0285,62.77471664,-0.062775559
7.5,0.0288,62.57317632,-0.063477028
7.5,0.0291,62.37770065,-0.064177923
7.5,0.0294,62.1880514,-0.06487825
7.5,0.0297,62.00400175,-0.065578016
8,0,8,0
8,0.0003,22.54075658,-1.03E-06
8,0.0006,37.07447522,-8.25E-06
8,0.0009,51.57546416,-2.78E-05
8,0.0012,65.99017342,-6.60E-05
8,0.0015,80.23162813,-0.000128901
8,0.0018,94.17643239,-0.000222741
8,0.0021,107.6648614,-0.000353704
8,0.0024,120.5048104,-0.000527978
8,0.0027,132.4802195,-0.00075175
8,0.003,143.3640773,-0.001031207
8,0.0033,152.9352823,-0.001372537
8,0.0036,160.9976592,-0.001781926
8,0.0039,167.3985907,-0.002265562
8,0.0042,172.0443434,-0.002829632
8,0.0045,174.90949,-0.003480324
8,0.0048,176.0388472,-0.004223824
8,0.0051,175.7698598,-0.005030845
8,0.0054,174.6736221,-0.005835704
8,0.0057,172.8846359,-0.006636932
8,0.006,170.5261917,-0.007434741
8,0.0063,167.7161228,-0.008229317
8,0.0066,164.5628332,-0.00902083
8,0.0069,161.1628876,-0.009809432
8,0.0072,157.5999163,-0.010595263
8,0.0075,153.9445328,-0.011378449
8,0.0078,150.2549607,-0.012159107
8,0.0081,146.5781049,-0.012937344
8,0.0084,142.950854,-0.013713257
8,0.0087,139.4014587,-0.014486938
8,0.009,135.95088,-0.015258472
8,0.0093,132.614041,-0.016027938
8,0.0096,129.4009473,-0.016795408
8,0.0099,126.317663,-0.01756095
8,0.0102,123.3671422,-0.018324631
8,0.0105,120.5499246,-0.019086508
8,0.0108,117.8647096,-0.01984664
8,0.0111,115.3088244,-0.020605079
8,0.0114,112.8785995,-0.021361876
8,0.0117,110.5696695,-0.022117077
8,0.012,108.3772087,-0.022870729
8,0.0123,106.2961154,-0.023622873
8,0.0126,104.3211543,-0.02437355
8,0.0129,102.4470638,-0.025122799
8,0.0132,100.6686374,-0.025870655
8,0.0135,98.98078226,-0.026617155
8,0.0138,97.37856198,-0.02736233
8,0.0141,95.85722515,-0.028106212
8,0.0144,94.41222414,-0.028848832
8,0.0147,93.03922589,-0.029590219
8,0.015,91.73411656,-0.0303304
8,0.0153,90.49300183,-0.031069401
8,0.0156,89.31220373,-0.031807249
8,0.0159,88.18825514,-0.032543967
8,0.0162,87.11789258,-0.033279579
8,0.0165,86.09804787,-0.034014108
8,0.0168,85.12583907,-0.034747575
8,0.0171,84.19856108,-0.035480001
8,0.0174,83.31367608,-0.036211406
8,0.0177,82.46880401,-0.036941809
8,0.018,81.66171328,-0.037671229
8,0.0183,80.89031174,-0.038399684
8,0.0186,80.15263798,-0.039127192
8,0.0189,79.44685304,-0.039853769
8,0.0192,78.7712325,-0.040579432
8,0.0195,78.12415908,-0.041304196
8,0.0198,77.50411554,-0.042028076
8,0.0201,76.90967815,-0.042751087
8,0.0204,76.3395104,-0.043473243
8,0.0207,75.79235728,-0.044194559
8,0.021,75.26703979,-0.044915047
8,0.0213,74.76244994,-0.045634721
8,0.0216,74.277546,-0.046353593
8,0.0219,73.81134808,-0.047071676
8,0.0222,73.36293407,-0.047788981
8,0.0225,72.93143584,-0.048505519
8,0.0228,72.51603565,-0.049221303
8,0.0231,72.11596286,-0.049936343
8,0.0234,71.73049092,-0.050650649
8,0.0237,71.35893443,-0.051364233
8,0.024,71.00064655,-0.052077103
8,0.0243,70.65501653,-0.05278927
8,0.0246,70.32146735,-0.053500744
8,0.0249,69.99945367,-0.054211533
8,0.0252,69.68845978,-0.054921647
8,0.0255,69.3879978,-0.055631095
8,0.0258,69.09760589,-0.056339885
8,0.0261,68.8168467,-0.057048025
8,0.0264,68.54530587,-0.057755525
8,0.0267,68.28259061,-0.058462391
8,0.027,68.02832842,-0.059168631
8,0.0273,67.78216587,-0.059874254
8,0.0276,67.54376746,-0.060579267
8,0.0279,67.31281458,-0.061283677
8,0.0282,67.08900453,-0.061987491
8,0.0285,66.87204957,-0.062690716
8,0.0288,66.66167607,-0.063393359
8,0.0291,66.45762371,-0.064095427
8,0.0294,66.25964473,-0.064796925
8,0.0297,66.06750321,-0.065497862
8.5,0,8.5,0
8.5,0.0003,23.00914845,-9.87E-07
8.5,0.0006,37.51178981,-7.90E-06
8.5,0.0009,51.98416756,-2.67E-05
8.5,0.0012,66.37674675,-6.32E-05
8.5,0.0015,80.60900052,-0.000123404
8.5,0.0018,94.56647748,-0.000213242
8.5,0.0021,108.1005753,-0.00033862
8.5,0.0024,121.0316933,-0.000505462
8.5,0.0027,133.1563411,-0.000719691
8.5,0.003,144.258382,-0.000987231
8.5,0.0033,154.1239077,-0.001314004
8.5,0.0036,162.5584152,-0.001705935
8.5,0.0039,169.4041796,-0.002168946
8.5,0.0042,174.5552881,-0.002708962
8.5,0.0045,177.967918,-0.003331904
8.5,0.0048,179.6641799,-0.004043698
8.5,0.0051,179.8023169,-0.004839273
8.5,0.0054,179.0156292,-0.00564556
8.5,0.0057,177.5186732,-0.006448209
8.5,0.006,175.4277787,-0.007247431
8.5,0.0063,172.8561892,-0.008043413
8.5,0.0066,169.9098704,-0.008836325
8.5,0.0069,166.6847491,-0.009626321
8.5,0.0072,163.2652166,-0.010413539
8.5,0.0075,159.723652,-0.011198106
8.5,0.0078,156.1206967,-0.01198014
8.5,0.0081,152.5060347,-0.012759747
8.5,0.0084,148.9194698,-0.013537026
8.5,0.0087,145.3921402,-0.014312067
8.5,0.009,141.947755,-0.015084957
8.5,0.0093,138.6037769,-0.015855774
8.5,0.0096,135.3725063,-0.016624591
8.5,0.0099,132.2620439,-0.017391477
8.5,0.0102,129.2771242,-0.018156495
8.5,0.0105,126.419825,-0.018919708
8.5,0.0108,123.6901603,-0.019681171
8.5,0.0111,121.0865699,-0.020440937
8.5,0.0114,118.6063183,-0.021199057
8.5,0.0117,116.2458176,-0.021955579
8.5,0.012,114.0008841,-0.022710547
8.5,0.0123,111.8669423,-0.023464005
8.5,0.0126,109.8391837,-0.024215993
8.5,0.0129,107.9126901,-0.024966549
8.5,0.0132,106.0825278,-0.025715709
8.5,0.0135,104.3438179,-0.02646351
8.5,0.0138,102.6917887,-0.027209983
8.5,0.0141,101.1218129,-0.027955161
8.5,0.0144,99.62943318,-0.028699074
8.5,0.0147,98.21037922,-0.02944175
8.5,0.015,96.86057741,-0.030183219
8.5,0.0153,95.57615522,-0.030923505
8.5,0.0156,94.35344173,-0.031662635
8.5,0.0159,93.18896496,-0.032400634
8.5,0.0162,92.0794472,-0.033137523
8.5,0.0165,91.02179862,-0.033873327
8.5,0.0168,90.01310997,-0.034608067
8.5,0.0171,89.05064449,-0.035341763
8.5,0.0174,88.13182952,-0.036074436
8.5,0.0177,87.25424793,-0.036806106
8.5,0.018,86.41562955,-0.03753679
8.5,0.0183,85.61384277,-0.038266507
8.5,0.0186,84.84688635,-0.038995275
8.5,0.0189,84.11288149,-0.039723109
8.5,0.0192,83.41006431,-0.040450028
8.5,0.0195,82.73677861,-0.041176045
8.5,0.0198,82.09146901,-0.041901177
8.5,0.0201,81.47267455,-0.042625438
8.5,0.0204,80.87902254,-0.043348843
8.5,0.0207,80.30922287,-0.044071405
8.5,0.021,79.76206261,-0.044793138
8.5,0.0213,79.23640103,-0.045514055
8.5,0.0216,78.73116483,-0.046234168
8.5,0.0219,78.24534381,-0.046953489
8.5,0.0222,77.77798672,-0.047672032
8.5,0.0225,77.32819745,-0.048389806
8.5,0.0228,76.89513147,-0.049106824
8.5,0.0231,76.47799248,-0.049823097
8.5,0.0234,76.07602932,-0.050538634
8.5,0.0237,75.68853312,-0.051253447
8.5,0.024,75.31483453,-0.051967545
8.5,0.0243,74.95430131,-0.052680939
8.5,0.0246,74.60633591,-0.053393637
8.5,0.0249,74.27037336,-0.05410565
8.5,0.0252,73.9458792,-0.054816986
8.5,0.0255,73.63234763,-0.055527654
8.5,0.0258,73.32929972,-0.056237663
8.5,0.0261,73.03628178,-0.056947021
8.5,0.0264,72.75286384,-0.057655736
8.5,0.0267,72.4786382,-0.058363817
8.5,0.027,72.21321812,-0.059071271
8.5,0.0273,71.95623658,-0.059778106
8.5,0.0276,71.70734508,-0.06048433
8.5,0.0279,71.4662126,-0.061189949
8.5,0.0282,71.23252456,-0.061894971
8.5,0.0285,71.00598188,-0.062599403
8.5,0.0288,70.78630009,-0.063303251
8.5,0.0291,70.57320851,-0.064006523
8.5,0.0294,70.36644944,-0.064709225
8.5,0.0297,70.1657775,-0.065411363
9,0,9,0
9,0.0003,23.46157908,-9.44E-07
9,0.0006,37.91715834,-7.55E-06
9,0.0009,52.34483084,-2.55E-05
9,0.0012,66.69890204,-6.04E-05
9,0.0015,80.90502443,-0.000118031
9,0.0018,94.8573512,-0.000203958
9,0.0021,108.4180533,-0.000323878
9,0.0024,121.4197835,-0.000483457
9,0.0027,133.6716182,-0.00068836
9,0.003,144.9687026,-0.000944252
9,0.0033,155.1052729,-0.001256799
9,0.0036,163.890034,-0.001631667
9,0.0039,171.1621787,-0.002074521
9,0.0042,176.8058795,-0.002591027
9,0.0045,180.7610604,-0.00318685
9,0.0048,183.0287534,-0.003867655
9,0.0051,183.6730735,-0.004638702
9,0.0054,183.2006761,-0.005446452
9,0.0057,182.0045399,-0.006250555
9,0.006,180.1933441,-0.007051223
9,0.0063,177.8749359,-0.007848645
9,0.0066,175.1520126,-0.008642989
9,0.0069,172.1190829,-0.00943441
9,0.0072,168.8606185,-0.010223048
9,0.0075,165.4502058,-0.01100903
9,0.0078,161.9504761,-0.011792472
9,0.0081,158.4135869,-0.012573481
9,0.0084,154.8820601,-0.013352157
9,0.0087,151.389813,-0.014128592
9,0.009,147.9632653,-0.01490287
9,0.0093,144.6224352,-0.01567507
9,0.0096,141.3819712,-0.016445265
9,0.0099,138.2520882,-0.017213525
9,0.0102,135.2393947,-0.017979915
9,0.0105,132.347607,-0.018744493
9,0.0108,129.5781555,-0.019507318
9,0.0111,126.9306926,-0.020268443
9,0.0114,124.4035122,-0.021027918
9,0.0117,121.9938926,-0.021785791
9,0.012,119.698374,-0.022542108
9,0.0123,117.5129808,-0.02329691
9,0.0126,115.4333982,-0.024050239
9,0.0129,113.4551108,-0.024802133
9,0.0132,111.5735104,-0.025552629
9,0.0135,109.7839784,-0.026301761
9,0.0138,108.0819485,-0.027049563
9,0.0141,106.462953,-0.027796067
9,0.0144,104.922656,-0.028541303
9,0.0147,103.4568767,-0.0292853
9,0.015,102.0616051,-0.030028087
9,0.0153,100.7330106,-0.030769688
9,0.0156,99.4674465,-0.031510131
9,0.0159,98.26145093,-0.032249439
9,0.0162,97.11174467,-0.032987636
9,0.0165,96.01522718,-0.033724746
9,0.0168,94.96897116,-0.034460788
9,0.0171,93.97021612,-0.035195785
9,0.0174,93.01636128,-0.035929756
9,0.0177,92.10495806,-0.036662722
9,0.018,91.23370251,-0.0373947
9,0.0183,90.40042752,-0.038125708
9,0.0186,89.60309533,-0.038855765
9,0.0189,88.83979007,-0.039584888
9,0.0192,88.10871061,-0.040313091
9,0.0195,87.40816364,-0.041040392
9,0.0198,86.73655711,-0.041766806
9,0.0201,86.09239396,-0.042492346
9,0.0204,85.47426619,-0.043217029
9,0.0207,84.88084924,-0.043940866
9,0.021,84.31089669,-0.044663873
9,0.0213,83.76323535,-0.045386062
9,0.0216,83.23676053,-0.046107445
9,0.0219,82.73043171,-0.046828035
9,0.0222,82.24326843,-0.047547844
9,0.0225,81.77434647,-0.048266884
9,0.0228,81.32279427,-0.048985165
9,0.0231,80.88778958,-0.049702699
9,0.0234,80.46855636,-0.050419497
9,0.0237,80.06436184,-0.051135568
9,0.024,79.67451383,-0.051850923
9,0.0243,79.29835814,-0.052565572
9,0.0246,78.93527629,-0.053279524
9,0.0249,78.58468321,-0.053992789
9,0.0252,78.24602526,-0.054705375
9,0.0255,77.91877826,-0.055417293
9,0.0258,77.60244572,-0.056128549
9,0.0261,77.29655716,-0.056839153
9,0.0264,77.00066653,-0.057549114
9,0.0267,76.7143508,-0.058258438
9,0.027,76.43720852,-0.058967134
9,0.0273,76.16885863,-0.05967521
9,0.0276,75.90893922,-0.060382673
9,0.0279,75.65710641,-0.06108953
9,0.0282,75.41303335,-0.061795788
9,0.0285,75.1764092,-0.062501456
9,0.0288,74.94693826,-0.063206538
9,0.0291,74.72433908,-0.063911043
9,0.0294,74.5083437,-0.064614976
9,0.0297,74.29869686,-0.065318345
9.5,0,9.5,0
9.5,0.0003,23.89957748,-9.02E-07
9.5,0.0006,38.29363638,-7.22E-06
9.5,0.0009,52.66202495,-2.44E-05
9.5,0.0012,66.96269557,-5.78E-05
9.5,0.0015,81.12717917,-0.0001128
9.5,0.0018,95.05784344,-0.000194919
9.5,0.0021,108.6272091,-0.000309524
9.5,0.0024,121.6798259,-0.00046203
9.5,0.0027,134.0371918,-0.000657851
9.5,0.003,145.5059635,-0.000902403
9.5,0.0033,155.8892735,-0.001201098
9.5,0.0036,165.0003827,-0.001559352
9.5,0.0039,172.6772967,-0.001982579
9.5,0.0042,178.7965197,-0.002476193
9.5,0.0045,183.2839984,-0.003045609
9.5,0.0048,186.1216101,-0.003696241
9.5,0.0051,187.3482532,-0.004433504
9.5,0.0054,187.2223701,-0.005238457
9.5,0.0057,186.3330595,-0.006044045
9.5,0.006,184.8112755,-0.006846189
9.5,0.0063,182.7587488,-0.00764508
9.5,0.0066,180.2741189,-0.008440887
9.5,0.0069,177.4496989,-0.009233763
9.5,0.0072,174.3693295,-0.01002385
9.5,0.0075,171.1071975,-0.010811275
9.5,0.0078,167.7274342,-0.011596154
9.5,0.0081,164.2843006,-0.012378596
9.5,0.0084,160.8227757,-0.013158699
9.5,0.0087,157.3793906,-0.013936555
9.5,0.009,153.9831886,-0.014712249
9.5,0.0093,150.6567167,-0.015485861
9.5,0.0096,147.4169909,-0.016257463
9.5,0.0099,144.2763926,-0.017027127
9.5,0.0102,141.2434776,-0.017794915
9.5,0.0105,138.3236866,-0.018560888
9.5,0.0108,135.5199591,-0.019325103
9.5,0.0111,132.8332543,-0.020087615
9.5,0.0114,130.2629871,-0.020848473
9.5,0.0117,127.8073899,-0.021607726
9.5,0.012,125.4638087,-0.022365418
9.5,0.0123,123.2289438,-0.023121593
9.5,0.0126,121.0990429,-0.023876291
9.5,0.0129,119.0700556,-0.02462955
9.5,0.0132,117.1377549,-0.025381409
9.5,0.0135,115.297832,-0.0261319
9.5,0.0138,113.5459702,-0.026881059
9.5,0.0141,111.8778998,-0.027628917
9.5,0.0144,110.2894404,-0.028375504
9.5,0.0147,108.7765307,-0.029120849
9.5,0.015,107.3352498,-0.02986498
9.5,0.0153,105.9618317,-0.030607924
9.5,0.0156,104.6526736,-0.031349706
9.5,0.0159,103.4043408,-0.032090352
9.5,0.0162,102.2135671,-0.032829884
9.5,0.0165,101.077254,-0.033568325
9.5,0.0168,99.99246686,-0.034305698
9.5,0.0171,98.95643095,-0.035042022
9.5,0.0174,97.9665253,-0.035777318
9.5,0.0177,97.02027676,-0.036511607
9.5,0.018,96.11535336,-0.037244905
9.5,0.0183,95.24955747,-0.037977232
9.5,0.0186,94.42081897,-0.038708606
9.5,0.0189,93.62718841,-0.039439042
9.5,0.0192,92.86683035,-0.040168558
9.5,0.0195,92.13801684,-0.040897169
9.5,0.0198,91.43912114,-0.04162489
9.5,0.0201,90.76861177,-0.042351737
9.5,0.0204,90.12504671,-0.043077723
9.5,0.0207,89.50706802,-0.043802863
9.5,0.021,88.91339662,-0.04452717
9.5,0.0213,88.34282746,-0.045250657
9.5,0.0216,87.7942249,-0.045973337
9.5,0.0219,87.2665184,-0.046695222
9.5,0.0222,86.75869848,-0.047416324
9.5,0.0225,86.26981287,-0.048136655
9.5,0.0228,85.79896295,-0.048856226
9.5,0.0231,85.34530043,-0.049575047
9.5,0.0234,84.9080242,-0.050293131
9.5,0.0237,84.48637741,-0.051010487
9.5,0.024,84.07964472,-0.051727125
9.5,0.0243,83.68714977,-0.052443055
9.5,0.0246,83.30825274,-0.053158287
9.5,0.0249,82.94234819,-0.05387283
9.5,0.0252,82.58886288,-0.054586693
9.5,0.0255,82.2472539,-0.055299885
9.5,0.0258,81.91700681,-0.056012415
9.5,0.0261,81.59763393,-0.056724292
9.5,0.0264,81.28867275,-0.057435523
9.5,0.0267,80.98968448,-0.058146116
9.5,0.027,80.70025261,-0.05885608
9.5,0.0273,80.41998161,-0.059565422
9.5,0.0276,80.14849576,-0.06027415
9.5,0.0279,79.88543795,-0.060982271
9.5,0.0282,79.63046866,-0.061689792
9.5,0.0285,79.38326493,-0.06239672
9.5,0.0288,79.14351945,-0.063103062
9.5,0.0291,78.91093966,-0.063808825
9.5,0.0294,78.68524694,-0.064514015
9.5,0.0297,78.46617582,-0.065218639
10,0,10,0
10,0.0003,24.3245885,-8.62E-07
10,0.0006,38.64411214,-6.89E-06
10,0.0009,52.94007429,-2.33E-05
10,0.0012,67.17386868,-5.52E-05
10,0.0015,81.28258236,-0.000107724
10,0.0018,95.17637237,-0.000186146
10,0.0021,108.7376303,-0.000295593
10,0.0024,121.8223632,-0.000441236
10,0.0027,134.2642231,-0.000628244
10,0.003,145.8814469,-0.000861788
10,0.0033,156.48662,-0.00114704
10,0.0036,165.8987038,-0.00148917
