sigma3,eps1,sig1,eps3
3,0.0216,32.64647642,-0.047167054
3,0.0219,32.3276677,-0.04787515
3,0.0222,32.02129702,-0.048582481
3,0.0225,31.72673575,-0.04928906
3,0.0228,31.44339371,-0.049994898
3,0.0231,31.17071644,-0.050700004
3,0.0234,30.90818271,-0.05140439
3,0.0237,30.65530223,-0.052108066
3,0.024,30.41161346,-0.052811041
3,0.0243,30.17668171,-0.053513325
3,0.0246,29.9500973,-0.054214928
3,0.0249,29.73147388,-0.054915859
3,0.0252,29.52044688,-0.055616126
3,0.0255,29.3166721,-0.056315739
3,0.0258,29.11982435,-0.057014705
3,0.0261,28.92959625,-0.057713033
3,0.0264,28.74569709,-0.058410732
3,0.0267,28.56785173,-0.059107808
3,0.027,28.39579969,-0.05980427
3,0.0273,28.22929419,-0.060500125
3,0.0276,28.0681013,-0.061195381
3,0.0279,27.91199919,-0.061890044
3,0.0282,27.76077737,-0.062584122
3,0.0285,27.61423603,-0.063277621
3,0.0288,27.47218536,-0.063970549
3,0.0291,27.33444503,-0.064662911
3,0.0294,27.20084356,-0.065354715
3,0.0297,27.07121787,-0.066045966
3.5,0,3.5,0
3.5,0.0003,17.32069086,-1.43E-06
3.5,0.0006,31.12950127,-1.15E-05
3.5,0.0009,44.88311296,-3.87E-05
3.5,0.0012,58.49159457,-9.16E-05
3.5,0.0015,71.81027859,-0.000178997
3.5,0.0018,84.63775769,-0.000309308
3.5,0.0021,96.72172491,-0.000491169
3.5,0.0024,107.7742756,-0.000733174
3.5,0.0027,117.4968767,-0.001043913
3.5,0.003,125.6127411,-0.00143198
3.5,0.0033,131.9015474,-0.001905965
3.5,0.0036,136.229519,-0.002474461
3.5,0.0039,138.5680113,-0.00314606
3.5,0.0042,139.0171429,-0.003924896
3.5,0.0045,138.142771,-0.004731325
3.5,0.0048,136.2901339,-0.005533389
3.5,0.0051,133.6535272,-0.006331388
3.5,0.0054,130.4186591,-0.007125584
3.5,0.0057,126.7537574,-0.007916209
3.5,0.006,122.8046414,-0.008703469
3.5,0.0063,118.6930116,-0.00948755
3.5,0.0066,114.5170397,-0.010268618
3.5,0.0069,110.3533927,-0.011046822
3.5,0.0072,106.2599925,-0.0118223
3.5,0.0075,102.2790088,-0.012595177
3.5,0.0078,98.43976162,-0.013365566
3.5,0.0081,94.76135038,-0.014133573
3.5,0.0084,91.25492882,-0.014899295
3.5,0.0087,87.92560652,-0.015662822
3.5,0.009,84.77399809,-0.016424236
3.5,0.0093,81.79745884,-0.017183614
3.5,0.0096,78.99105314,-0.01794103
3.5,0.0099,76.3483015,-0.018696551
3.5,0.0102,73.86174836,-0.019450239
3.5,0.0105,71.52338748,-0.020202154
3.5,0.0108,69.32497534,-0.020952351
3.5,0.0111,67.25825801,-0.021700883
3.5,0.0114,65.31513146,-0.0224478
3.5,0.0117,63.48775149,-0.023193147
3.5,0.012,61.7686057,-0.02393697
3.5,0.0123,60.15055735,-0.02467931
3.5,0.0126,58.62686841,-0.025420207
3.5,0.0129,57.1912077,-0.026159698
3.5,0.0132,55.83764834,-0.02689782
3.5,0.0135,54.56065781,-0.027634607
3.5,0.0138,53.35508307,-0.028370091
3.5,0.0141,52.21613251,-0.029104303
3.5,0.0144,51.13935617,-0.029837274
3.5,0.0147,50.12062503,-0.030569032
3.5,0.015,49.15611017,-0.031299603
3.5,0.0153,48.24226233,-0.032029014
3.5,0.0156,47.37579204,-0.03275729
3.5,0.0159,46.55365064,-0.033484456
3.5,0.0162,45.77301239,-0.034210533
3.5,0.0165,45.03125754,-0.034935544
3.5,0.0168,44.32595657,-0.03565951
3.5,0.0171,43.6548555,-0.036382453
3.5,0.0174,43.01586223,-0.037104391
3.5,0.0177,42.40703399,-0.037825344
3.5,0.018,41.82656564,-0.03854533
3.5,0.0183,41.27277898,-0.039264367
3.5,0.0186,40.74411287,-0.039982471
3.5,0.0189,40.23911415,-0.04069966
3.5,0.0192,39.75642927,-0.04141595
3.5,0.0195,39.29479666,-0.042131355
3.5,0.0198,38.85303967,-0.042845891
3.5,0.0201,38.43006013,-0.043559572
3.5,0.0204,38.0248324,-0.044272412
3.5,0.0207,37.63639793,-0.044984426
3.5,0.021,37.26386024,-0.045695625
3.5,0.0213,36.90638038,-0.046406024
3.5,0.0216,36.56317263,-0.047115633
3.5,0.0219,36.2335007,-0.047824466
3.5,0.0222,35.9166741,-0.048532533
3.5,0.0225,35.61204488,-0.049239848
3.5,0.0228,35.3190046,-0.049946419
3.5,0.0231,35.03698159,-0.050652259
3.5,0.0234,34.76543831,-0.051357377
3.5,0.0237,34.50386905,-0.052061784
3.5,0.024,34.2517977,-0.052765489
3.5,0.0243,34.00877577,-0.053468503
3.5,0.0246,33.77438052,-0.054170835
3.5,0.0249,33.54821325,-0.054872493
3.5,0.0252,33.32989766,-0.055573487
3.5,0.0255,33.11907847,-0.056273825
3.5,0.0258,32.91541995,-0.056973517
3.5,0.0261,32.71860475,-0.057672569
3.5,0.0264,32.52833269,-0.058370991
3.5,0.0267,32.34431964,-0.05906879
3.5,0.027,32.16629659,-0.059765974
3.5,0.0273,31.99400863,-0.06046255
3.5,0.0276,31.82721416,-0.061158526
3.5,0.0279,31.66568401,-0.061853909
3.5,0.0282,31.50920072,-0.062548705
3.5,0.0285,31.35755785,-0.063242922
3.5,0.0288,31.21055929,-0.063936567
3.5,0.0291,31.06801868,-0.064629646
3.5,0.0294,30.92975885,-0.065322165
3.5,0.0297,30.79561124,-0.066014131
4,0,4,0
4,0.0003,18.01223505,-1.39E-06
4,0.0006,32.01301909,-1.11E-05
4,0.0009,45.96059416,-3.76E-05
4,0.0012,59.76822929,-8.90E-05
4,0.0015,73.29625367,-0.000173896
4,0.0018,86.34980024,-0.000300492
4,0.0021,98.68384442,-0.00047717
4,0.0024,110.0170966,-0.000712276
4,0.0027,120.0550927,-0.001014159
4,0.003,128.520625,-0.001391165
4,0.0033,135.1870671,-0.00185164
4,0.0036,139.9082173,-0.002403933
4,0.0039,142.638117,-0.003056389
4,0.0042,143.4377794,-0.00381707
4,0.0045,142.7956323,-0.004624449
4,0.0048,141.1551305,-0.005427457
4,0.0051,138.7040182,-0.006226394
4,0.0054,135.6243685,-0.007021522
4,0.0057,132.0833106,-0.007813074
4,0.006,128.2275354,-0.008601256
4,0.0063,124.1809787,-0.009386254
4,0.0066,120.0448627,-0.010168235
4,0.0069,115.8992775,-0.010947348
4,0.0072,111.8056166,-0.011723731
4,0.0075,107.8093541,-0.012497509
4,0.0078,103.942819,-0.013268796
4,0.0081,100.2277634,-0.014037697
4,0.0084,96.67762014,-0.01480431
4,0.0087,93.29941752,-0.015568724
4,0.009,90.09535744,-0.016331023
4,0.0093,87.06408842,-0.017091284
4,0.0096,84.20171356,-0.017849578
4,0.0099,81.50257611,-0.018605975
4,0.0102,78.95986276,-0.019360536
4,0.0105,76.56606051,-0.020113322
4,0.0108,74.31329739,-0.020864388
4,0.0111,72.1935925,-0.021613786
4,0.0114,70.19903584,-0.022361566
4,0.0117,68.32191429,-0.023107775
4,0.012,66.55479695,-0.023852457
4,0.0123,64.89058968,-0.024595654
4,0.0126,63.322567,-0.025337406
4,0.0129,61.84438724,-0.02607775
4,0.0132,60.4500957,-0.026816723
4,0.0135,59.13411918,-0.027554359
4,0.0138,57.8912547,-0.02829069
4,0.0141,56.71665432,-0.029025748
4,0.0144,55.60580752,-0.029759562
4,0.0147,54.55452226,-0.030492161
4,0.015,53.55890549,-0.031223573
4,0.0153,52.61534371,-0.031953822
4,0.0156,51.72048389,-0.032682935
4,0.0159,50.87121512,-0.033410935
4,0.0162,50.06465103,-0.034137846
4,0.0165,49.29811326,-0.034863689
4,0.0168,48.56911585,-0.035588486
4,0.0171,47.87535069,-0.036312258
4,0.0174,47.21467394,-0.037035023
4,0.0177,46.58509345,-0.037756802
4,0.018,45.9847571,-0.038477613
4,0.0183,45.41194205,-0.039197473
4,0.0186,44.86504479,-0.0399164
4,0.0189,44.34257199,-0.040634409
4,0.0192,43.84313208,-0.041351518
4,0.0195,43.3654275,-0.042067741
4,0.0198,42.90824756,-0.042783094
4,0.0201,42.47046189,-0.043497591
4,0.0204,42.05101441,-0.044211246
4,0.0207,41.64891783,-0.044924072
4,0.021,41.26324849,-0.045636083
4,0.0213,40.89314176,-0.046347293
4,0.0216,40.53778767,-0.047057712
4,0.0219,40.19642698,-0.047767353
4,0.0222,39.86834752,-0.048476228
4,0.0225,39.55288087,-0.049184349
4,0.0228,39.24939922,-0.049891725
4,0.0231,38.95731255,-0.050598369
4,0.0234,38.67606602,-0.051304291
4,0.0237,38.40513749,-0.0520095
4,0.024,38.14403535,-0.052714006
4,0.0243,37.89229641,-0.05341782
4,0.0246,37.649484,-0.054120951
4,0.0249,37.41518621,-0.054823407
4,0.0252,37.18901428,-0.055525199
4,0.0255,36.97060104,-0.056226334
4,0.0258,36.75959955,-0.05692682
4,0.0261,36.55568176,-0.057626667
4,0.0264,36.35853737,-0.058325883
4,0.0267,36.16787265,-0.059024474
4,0.027,35.98340943,-0.05972245
4,0.0273,35.80488415,-0.060419817
4,0.0276,35.63204693,-0.061116582
4,0.0279,35.46466077,-0.061812754
4,0.0282,35.30250073,-0.062508339
4,0.0285,35.14535327,-0.063203344
4,0.0288,34.99301552,-0.063897775
4,0.0291,34.84529467,-0.064591639
4,0.0294,34.7020074,-0.065284943
4,0.0297,34.56297931,-0.065977693
4.5,0,4.5,0
4.5,0.0003,18.67145295,-1.35E-06
4.5,0.0006,32.83194034,-1.08E-05
4.5,0.0009,46.94146901,-3.64E-05
4.5,0.0012,60.91693532,-8.63E-05
4.5,0.0015,74.62436097,-0.00016855
4.5,0.0018,87.87641139,-0.000291254
4.5,0.0021,100.4366348,-0.000462501
4.5,0.0024,112.0319054,-0.000690381
4.5,0.0027,122.3735313,-0.000982983
4.5,0.003,131.1855553,-0.001348399
4.5,0.0033,138.2364137,-0.00179472
4.5,0.0036,143.3682307,-0.002330034
4.5,0.0039,146.5175954,-0.002962434
4.5,0.0042,147.7232371,-0.003700008
4.5,0.0045,147.3411194,-0.004507069
4.5,0.0048,145.9358355,-0.005311097
4.5,0.0051,143.6944198,-0.006111047
4.5,0.0054,140.7941784,-0.006907183
4.5,0.0057,137.4002158,-0.007699737
4.5,0.006,133.6594099,-0.008488917
4.5,0.0063,129.6974855,-0.009274907
4.5,0.0066,125.6184788,-0.010057875
4.5,0.0069,121.5058348,-0.010837971
4.5,0.0072,117.4244749,-0.011615333
4.5,0.0075,113.4233175,-0.012390085
4.5,0.0078,109.5378914,-0.013162343
4.5,0.0081,105.7928162,-0.013932211
4.5,0.0084,102.2040248,-0.014699788
4.5,0.0087,98.78067826,-0.015465162
4.5,0.009,95.52676549,-0.016228417
4.5,0.0093,92.44240941,-0.016989631
4.5,0.0096,89.52491277,-0.017748876
4.5,0.0099,86.76958227,-0.01850622
4.5,0.0102,84.17036826,-0.019261726
4.5,0.0105,81.72035466,-0.020015454
4.5,0.0108,79.41212888,-0.020767459
4.5,0.0111,77.23805688,-0.021517793
4.5,0.0114,75.19048436,-0.022266507
4.5,0.0117,73.26188054,-0.023013648
4.5,0.012,71.44493829,-0.023759259
4.5,0.0123,69.73264086,-0.024503383
4.5,0.0126,68.11830373,-0.025246059
4.5,0.0129,66.59559786,-0.025987325
4.5,0.0132,65.15855933,-0.026727219
4.5,0.0135,63.8015892,-0.027465772
4.5,0.0138,62.51944642,-0.02820302
4.5,0.0141,61.30723602,-0.028938992
4.5,0.0144,60.16039412,-0.029673718
4.5,0.0147,59.07467115,-0.030407227
4.5,0.015,58.04611401,-0.031139547
4.5,0.0153,57.07104786,-0.031870703
4.5,0.0156,56.14605808,-0.032600721
4.5,0.0159,55.26797267,-0.033329624
4.5,0.0162,54.43384524,-0.034057436
4.5,0.0165,53.64093888,-0.034784179
4.5,0.0168,52.88671089,-0.035509874
4.5,0.0171,52.1687984,-0.036234542
4.5,0.0174,51.48500493,-0.036958203
4.5,0.0177,50.83328792,-0.037680875
4.5,0.018,50.21174707,-0.038402577
4.5,0.0183,49.61861359,-0.039123328
4.5,0.0186,49.05224023,-0.039843143
4.5,0.0189,48.5110921,-0.04056204
4.5,0.0192,47.99373816,-0.041280035
4.5,0.0195,47.49884338,-0.041997143
4.5,0.0198,47.02516159,-0.042713379
4.5,0.0201,46.57152879,-0.043428758
4.5,0.0204,46.13685708,-0.044143293
4.5,0.0207,45.72012901,-0.044856999
4.5,0.021,45.32039242,-0.045569889
4.5,0.0213,44.93675567,-0.046281975
4.5,0.0216,44.56838326,-0.046993269
4.5,0.0219,44.21449179,-0.047703785
4.5,0.0222,43.87434624,-0.048413533
4.5,0.0225,43.54725654,-0.049122526
4.5,0.0228,43.23257441,-0.049830773
4.5,0.0231,42.92969046,-0.050538287
4.5,0.0234,42.63803149,-0.051245077
4.5,0.0237,42.35705799,-0.051951153
4.5,0.024,42.08626188,-0.052656526
4.5,0.0243,41.82516438,-0.053361206
4.5,0.0246,41.57331404,-0.0540652
4.5,0.0249,41.33028495,-0.05476852
4.5,0.0252,41.09567504,-0.055471173
4.5,0.0255,40.86910454,-0.056173169
4.5,0.0258,40.65021454,-0.056874516
4.5,0.0261,40.43866565,-0.057575222
4.5,0.0264,40.23413676,-0.058275296
4.5,0.0267,40.03632391,-0.058974744
4.5,0.027,39.8449392,-0.059673576
4.5,0.0273,39.65970979,-0.060371798
4.5,0.0276,39.48037701,-0.061069418
4.5,0.0279,39.30669548,-0.061766443
4.5,0.0282,39.1384323,-0.06246288
4.5,0.0285,38.97536632,-0.063158737
4.5,0.0288,38.81728745,-0.063854018
4.5,0.0291,38.663996,-0.064548733
4.5,0.0294,38.51530208,-0.065242886
4.5,0.0297,38.37102504,-0.065936483
5,0,5,0
5,0.0003,19.3002561,-1.30E-06
5,0.0006,33.59007374,-1.04E-05
5,0.0009,47.83137694,-3.52E-05
5,0.0012,61.94500917,-8.35E-05
5,0.0015,75.80321234,-0.000163024
5,0.0018,89.22695459,-0.000281706
5,0.0021,101.9893957,-0.000447338
5,0.0024,113.8268857,-0.000667747
5,0.0027,124.4580482,-0.000950757
5,0.003,133.6098294,-0.001304193
5,0.0033,141.0472711,-0.001735881
5,0.0036,146.6019531,-0.002253646
5,0.0039,150.1934106,-0.002865313
5,0.0042,151.8389527,-0.003578706
5,0.0045,151.7689658,-0.004379447
5,0.0048,150.6194593,-0.005184566
5,0.0051,148.6101186,-0.005985601
5,0.0054,145.9123459,-0.006782815
5,0.0057,142.6882303,-0.007576441
5,0.006,139.0840515,-0.008366687
5,0.0063,135.2267623,-0.009153738
5,0.0066,131.2228631,-0.009937762
5,0.0069,127.158984,-0.010718909
5,0.0072,123.1035455,-0.011497317
5,0.0075,119.1089836,-0.012273111
5,0.0078,115.2141676,-0.013046407
5,0.0081,111.4467639,-0.013817309
5,0.0084,107.8254034,-0.014585916
5,0.0087,104.3615803,-0.015352316
5,0.009,101.0612637,-0.016116595
5,0.0093,97.92623025,-0.016878828
5,0.0096,94.95514518,-0.01763909
5,0.0099,92.14442326,-0.018397447
5,0.0102,89.48890522,-0.019153963
5,0.0105,86.9823816,-0.019908697
5,0.0108,84.61799314,-0.020661706
5,0.0111,82.38853262,-0.021413042
5,0.0114,80.2866689,-0.022162755
5,0.0117,78.30511021,-0.022910892
5,0.012,76.43672047,-0.023657496
5,0.0123,74.67459962,-0.024402611
5,0.0126,73.01213656,-0.025146276
5,0.0129,71.44304156,-0.025888529
5,0.0132,69.96136334,-0.026629406
5,0.0135,68.56149499,-0.027368942
5,0.0138,67.23817171,-0.028107168
5,0.0141,65.98646298,-0.028844118
5,0.0144,64.80176072,-0.02957982
5,0.0147,63.67976497,-0.030314302
5,0.015,62.61646808,-0.031047593
5,0.0153,61.60813805,-0.031779719
5,0.0156,60.65130176,-0.032510704
5,0.0159,59.74272826,-0.033240573
5,0.0162,58.87941255,-0.033969349
5,0.0165,58.05856,-0.034697054
5,0.0168,57.27757148,-0.035423709
5,0.0171,56.53402927,-0.036149336
5,0.0174,55.82568388,-0.036873953
5,0.0177,55.15044171,-0.037597581
5,0.018,54.50635342,-0.038320237
5,0.0183,53.8916033,-0.039041939
5,0.0186,53.30449928,-0.039762705
5,0.0189,52.74346371,-0.040482551
5,0.0192,52.20702483,-0.041201493
5,0.0195,51.69380891,-0.041919547
5,0.0198,51.202533,-0.042636728
5,0.0201,50.73199817,-0.04335305
5,0.0204,50.2810834,-0.044068527
5,0.0207,49.8487398,-0.044783173
5,0.021,49.43398545,-0.045497002
5,0.0213,49.03590048,-0.046210025
5,0.0216,48.65362265,-0.046922256
5,0.0219,48.28634322,-0.047633707
5,0.0222,47.93330318,-0.048344389
5,0.0225,47.59378972,-0.049054314
5,0.0228,47.26713302,-0.049763492
5,0.0231,46.95270328,-0.050471936
5,0.0234,46.64990796,-0.051179655
5,0.0237,46.35818921,-0.051886659
5,0.024,46.07702159,-0.052592958
5,0.0243,45.80590983,-0.053298563
5,0.0246,45.54438685,-0.054003482
5,0.0249,45.29201192,-0.054707724
5,0.0252,45.0483689,-0.055411299
5,0.0255,44.81306467,-0.056114216
5,0.0258,44.58572762,-0.056816483
5,0.0261,44.36600634,-0.057518107
5,0.0264,44.15356827,-0.058219098
5,0.0267,43.94809857,-0.058919463
5,0.027,43.74929899,-0.059619211
5,0.0273,43.55688687,-0.060318347
5,0.0276,43.37059418,-0.061016881
5,0.0279,43.19016662,-0.061714818
5,0.0282,43.01536283,-0.062412167
5,0.0285,42.84595358,-0.063108934
5,0.0288,42.68172108,-0.063805125
5,0.0291,42.52245832,-0.064500748
5,0.0294,42.36796841,-0.065195809
5,0.0297,42.21806403,-0.065890313
5.5,0,5.5,0
5.5,0.0003,19.90056565,-1.26E-06
5.5,0.0006,34.29124842,-1.01E-05
5.5,0.0009,48.63599401,-3.40E-05
5.5,0.0012,62.85981414,-8.06E-05
5.5,0.0015,76.84154287,-0.000157376
5.5,0.0018,90.41101273,-0.000271945
5.5,0.0021,103.3517916,-0.000431839
5.5,0.0024,115.4107779,-0.000644611
5.5,0.0027,126.3152713,-0.000917816
5.5,0.003,135.7967105,-0.001259007
5.5,0.0033,143.6183965,-0.001675738
5.5,0.0036,149.6028024,-0.002175563
5.5,0.0039,153.6532938,-0.002766038
5.5,0.0042,155.7657867,-0.003454714
5.5,0.0045,156.0694401,-0.004241809
5.5,0.0048,155.1935281,-0.005048084
5.5,0.0051,153.4365632,-0.005850267
5.5,0.0054,150.962932,-0.006648623
5.5,0.0057,147.9306778,-0.007443385
5.5,0.006,144.4846134,-0.00823476
5.5,0.0063,140.7522528,-0.009022936
5.5,0.0066,136.8420994,-0.009808078
5.5,0.0069,132.8436943,-0.010590339
5.5,0.0072,128.8288375,-0.011369857
5.5,0.0075,124.8534815,-0.012146755
5.5,0.0078,120.959919,-0.012921151
5.5,0.0081,117.1790015,-0.013693149
5.5,0.0084,113.5322261,-0.014462847
5.5,0.0087,110.033602,-0.015230335
5.5,0.009,106.6912608,-0.015995697
5.5,0.0093,103.508808,-0.016759011
5.5,0.0096,100.4864336,-0.01752035
5.5,0.0099,97.62180754,-0.01827978
5.5,0.0102,94.91079201,-0.019037367
5.5,0.0105,92.3479992,-0.019793168
5.5,0.0108,89.92722308,-0.020547241
5.5,0.0111,87.6417692,-0.021299639
5.5,0.0114,85.48470296,-0.02205041
5.5,0.0117,83.44903384,-0.022799602
5.5,0.012,81.52784936,-0.023547259
5.5,0.0123,79.71441023,-0.024293424
5.5,0.0126,78.00221559,-0.025038136
5.5,0.0129,76.38504563,-0.025781435
5.5,0.0132,74.85698707,-0.026523354
5.5,0.0135,73.41244586,-0.02726393
5.5,0.0138,72.04615059,-0.028003195
5.5,0.0141,70.75314911,-0.02874118
5.5,0.0144,69.52880038,-0.029477916
5.5,0.0147,68.36876311,-0.03021343
5.5,0.015,67.26898224,-0.03094775
5.5,0.0153,66.22567427,-0.031680903
5.5,0.0156,65.23531188,-0.032412913
5.5,0.0159,64.29460845,-0.033143805
5.5,0.0162,63.40050277,-0.033873603
5.5,0.0165,62.55014413,-0.034602327
5.5,0.0168,61.740878,-0.03533
5.5,0.0171,60.97023244,-0.036056642
5.5,0.0174,60.2359051,-0.036782274
5.5,0.0177,59.53575117,-0.037506913
5.5,0.018,58.8677719,-0.03823058
5.5,0.0183,58.23010406,-0.038953291
5.5,0.0186,57.62100997,-0.039675064
5.5,0.0189,57.03886833,-0.040395916
5.5,0.0192,56.4821657,-0.041115862
5.5,0.0195,55.94948859,-0.041834919
5.5,0.0198,55.43951615,-0.0425531
5.5,0.0201,54.95101342,-0.043270421
5.5,0.0204,54.48282509,-0.043986896
5.5,0.0207,54.03386971,-0.044702539
5.5,0.021,53.60313443,-0.045417362
5.5,0.0213,53.18967001,-0.046131379
5.5,0.0216,52.79258636,-0.046844602
5.5,0.0219,52.4110483,-0.047557044
5.5,0.0222,52.04427174,-0.048268715
5.5,0.0225,51.6915201,-0.048979628
5.5,0.0228,51.352101,-0.049689794
5.5,0.0231,51.02536323,-0.050399223
5.5,0.0234,50.71069396,-0.051107926
5.5,0.0237,50.4075161,-0.051815913
5.5,0.024,50.11528591,-0.052523194
5.5,0.0243,49.8334908,-0.053229779
5.5,0.0246,49.56164725,-0.053935677
5.5,0.0249,49.29929888,-0.054640897
5.5,0.0252,49.04601472,-0.05534545
5.5,0.0255,48.80138756,-0.056049342
5.5,0.0258,48.56503241,-0.056752583
5.5,0.0261,48.33658513,-0.057455181
5.5,0.0264,48.11570106,-0.058157144
5.5,0.0267,47.90205386,-0.058858481
5.5,0.027,47.69533435,-0.059559198
5.5,0.0273,47.49524945,-0.060259303
5.5,0.0276,47.30152121,-0.060958805
5.5,0.0279,47.11388592,-0.061657709
5.5,0.0282,46.93209322,-0.062356024
5.5,0.0285,46.75590531,-0.063053756
5.5,0.0288,46.58509626,-0.063750911
5.5,0.0291,46.41945127,-0.064447496
5.5,0.0294,46.25876602,-0.065143519
5.5,0.0297,46.10284612,-0.065838984
6,0,6,0
6,0.0003,20.47429753,-1.21E-06
6,0.0006,34.93928449,-9.71E-06
6,0.0009,49.36098979,-3.28E-05
6,0.0012,63.66872586,-7.76E-05
6,0.0015,77.74814998,-0.000151657
6,0.0018,91.43832947,-0.000262062
6,0.0021,104.5338088,-0.000416145
6,0.0024,116.7928718,-0.000621185
6,0.0027,127.9526554,-0.000884461
6,0.003,137.7505751,-0.001213252
6,0.0033,145.9498873,-0.001614839
6,0.0036,152.3656288,-0.0020965
6,0.0039,156.886295,-0.002665515
6,0.0042,159.4869863,-0.003329164
6,0.0045,160.2337076,-0.004094344
6,0.0048,159.6462607,-0.004901835
6,0.0051,158.1596336,-0.005705226
6,0.0054,155.9301447,-0.006504783
6,0.0057,153.1107499,-0.00730074
6,0.006,149.8438658,-0.008093304
6,0.0063,146.2568084,-0.008882661
6,0.0066,142.4595182,-0.009668981
6,0.0069,138.5440689,-0.010452413
6,0.0072,134.5854259,-0.011233096
6,0.0075,130.6429769,-0.012011157
6,0.0078,126.7624569,-0.012786709
6,0.0081,122.9779909,-0.013559859
6,0.0084,119.3140753,-0.014330705
6,0.0087,115.7873919,-0.015099337
6,0.009,112.408402,-0.01586584
6,0.0093,109.1827067,-0.01663029
6,0.0096,106.1121797,-0.017392761
6,0.0099,103.1958939,-0.018153321
6,0.0102,100.4308666,-0.018912033
6,0.0105,97.81265113,-0.019668957
6,0.0108,95.33579994,-0.020424149
6,0.0111,92.99422288,-0.021177662
6,0.0114,90.78146108,-0.021929546
6,0.0117,88.69089314,-0.022679848
6,0.012,86.71588803,-0.023428613
6,0.0123,84.84991627,-0.024175882
6,0.0126,83.08662865,-0.024921697
6,0.0129,81.41991009,-0.025666094
6,0.0132,79.84391435,-0.02640911
6,0.0135,78.35308454,-0.02715078
6,0.0138,76.9421627,-0.027891137
6,0.0141,75.60619165,-0.028630211
6,0.0144,74.34051102,-0.029368034
6,0.0147,73.14074928,-0.030104632
6,0.015,72.00281303,-0.030840035
6,0.0153,70.92287447,-0.031574269
6,0.0156,69.89735786,-0.032307357
6,0.0159,68.92292542,-0.033039326
6,0.0162,67.9964632,-0.033770197
6,0.0165,67.11506703,-0.034499993
6,0.0168,66.27602894,-0.035228737
6,0.0171,65.47682402,-0.035956447
6,0.0174,64.71509793,-0.036683145
6,0.0177,63.98865505,-0.03740885
6,0.018,63.29544736,-0.038133579
6,0.0183,62.63356389,-0.038857351
6,0.0186,62.00122099,-0.039580184
6,0.0189,61.39675319,-0.040302093
6,0.0192,60.81860467,-0.041023095
6,0.0195,60.26532137,-0.041743205
6,0.0198,59.73554371,-0.04246244
6,0.0201,59.22799974,-0.043180812
6,0.0204,58.7414989,-0.043898336
6,0.0207,58.27492619,-0.044615027
6,0.021,57.8272368,-0.045330897
6,0.0213,57.39745113,-0.046045959
6,0.0216,56.98465019,-0.046760225
6,0.0219,56.58797138,-0.047473709
6,0.0222,56.20660454,-0.048186421
6,0.0225,55.83978832,-0.048898373
6,0.0228,55.48680683,-0.049609576
6,0.0231,55.14698652,-0.050320041
6,0.0234,54.81969336,-0.051029779
6,0.0237,54.50433012,-0.0517388
6,0.024,54.20033395,-0.052447114
6,0.0243,53.90717407,-0.05315473
6,0.0246,53.6243497,-0.053861658
6,0.0249,53.35138808,-0.054567907
6,0.0252,53.08784265,-0.055273487
6,0.0255,52.83329139,-0.055978405
6,0.0258,52.58733523,-0.056682671
6,0.0261,52.34959663,-0.057386293
6,0.0264,52.1197182,-0.058089279
6,0.0267,51.89736148,-0.058791637
6,0.027,51.68220574,-0.059493374
6,0.0273,51.47394694,-0.060194499
6,0.0276,51.27229667,-0.060895018
6,0.0279,51.07698125,-0.06159494
6,0.0282,50.88774083,-0.06229427
6,0.0285,50.70432857,-0.062993016
6,0.0288,50.52650991,-0.063691185
6,0.0291,50.35406181,-0.064388784
6,0.0294,50.18677213,-0.065085818
6,0.0297,50.02443897,-0.065782294
6.5,0,6.5,0
6.5,0.0003,21.02334722,-1.17E-06
6.5,0.0006,35.53796254,-9.34E-06
6.5,0.0009,50.01198217,-3.15E-05
6.5,0.0012,64.37907388,-7.47E-05
6.5,0.0015,78.53182466,-0.000145912
6.5,0.0018,92.3187356,-0.000252136
6.5,0.0021,105.5456869,-0.000400382
6.5,0.0024,117.982958,-0.000597655
6.5,0.0027,129.3784761,-0.000850959
6.5,0.003,139.4769761,-0.001167296
6.5,0.0033,148.0433489,-0.00155367
6.5,0.0036,154.8870139,-0.002017087
6.5,0.0039,159.8832313,-0.002564548
6.5,0.0042,162.987355,-0.003203059
6.5,0.0045,164.2392967,-0.003939623
6.5,0.0048,163.9669099,-0.004745981
6.5,0.0051,162.7659961,-0.005550635
6.5,0.0054,160.7986858,-0.006351447
6.5,0.0057,158.2118287,-0.007148652
6.5,0.006,155.1444803,-0.007942458
6.5,0.0063,151.7229265,-0.008733051
6.5,0.0066,148.0578851,-0.0095206
6.5,0.0069,144.2434838,-0.010305257
6.5,0.0072,140.3575435,-0.011087159
6.5,0.0075,136.4627217,-0.011866433
6.5,0.0078,132.6081438,-0.012643194
6.5,0.0081,128.8312409,-0.013417549
6.5,0.0084,125.1595997,-0.014189595
6.5,0.0087,121.6127019,-0.014959422
6.5,0.009,118.2034854,-0.015727116
6.5,0.0093,114.9397008,-0.016492754
6.5,0.0096,111.825058,-0.017256408
6.5,0.0099,108.8601781,-0.018018148
6.5,0.0102,106.0433685,-0.018778037
6.5,0.0105,103.3712459,-0.019536134
6.5,0.0108,100.8392306,-0.020292495
6.5,0.0111,98.44193344,-0.021047175
6.5,0.0114,96.17345575,-0.021800222
6.5,0.0117,94.02761854,-0.022551684
6.5,0.012,91.9981354,-0.023301606
6.5,0.0123,90.07874073,-0.02405003
6.5,0.0126,88.26328308,-0.024796996
